metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
apache.conns_total,gauge,,connection,,The total number of connections performed.,0,apache,ConnsTotal
apache.conns_async_writing,gauge,,connection,,The number of asynchronous writes connections.,0,apache,ConnsAsyncWriting
apache.conns_async_keep_alive,gauge,,connection,,The number of asynchronous keep alive connections.,0,apache,ConnsAsyncKeepAlive
apache.conns_async_closing,gauge,,connection,,The number of asynchronous closing connections.,0,apache,ConnsAsyncClosing
apache.net.bytes,gauge,,byte,,The total number of bytes served.,0,apache,B served
apache.net.bytes_per_s,gauge,,byte,second,The number of bytes served per second.,0,apache,B per sec
apache.net.hits,gauge,,request,,The total number of requests performed.,0,apache,requests
apache.net.request_per_s,gauge,,request,second,The number of requests performed per second.,0,apache,requests per sec
apache.performance.cpu_load,gauge,,percent,,The percent of CPU used.,0,apache,cpu load
apache.performance.busy_workers,gauge,,thread,,The number of workers serving requests.,0,apache,busy workers
apache.performance.idle_workers,gauge,,thread,,The number of idle workers.,0,apache,idle workers
apache.performance.uptime,gauge,,second,,The amount of time the server has been running.,0,apache,uptime
